Year,Artist,Song,Peak_Pos_That_Year,Full_Release_Year
2017,"""Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean""",Feels,20,2017-07-05
2017,Ayo & Teo,Rolex,20,2017-03-01
2018,"""Cardi B, Bad Bunny & J Balvin""",I Like It,1,2018-04-18
2018,Ariana Grande,"""Thank U, Next""",1,2018-11-14
2018,Camila Cabello Featuring Young Thug,Havana,1,2018-01-03
2018,Childish Gambino,This Is America,1,2018-05-16
2018,Drake,God's Plan,1,2018-01-31
2018,Drake,In My Feelings,1,2018-07-11
2018,Drake,Nice For What,1,2018-04-18
2018,Ed Sheeran,Perfect,1,2018-01-03
2018,Maroon 5 Featuring Cardi B,Girls Like You,1,2018-06-06
2018,Post Malone Featuring Ty Dolla $ign,Psycho,1,2018-03-07
2018,Travis Scott,Sicko Mode,1,2018-08-15
2018,XXXTENTACION,Sad!,1,2018-03-14
2018,Bebe Rexha & Florida Georgia Line,Meant To Be,2,2018-01-03
2018,Drake,Nonstop,2,2018-07-11
2018,Halsey,Without Me,2,2018-10-17
2018,Juice WRLD,Lucid Dreams,2,2018-05-23
2018,Kodak Black Featuring Travis Scott & Offset,ZEZE,2,2018-10-24
2018,Lil Wayne Featuring Kendrick Lamar,Mona Lisa,2,2018-10-10
2018,Post Malone Featuring 21 Savage,Rockstar,2,2018-01-03
2018,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,3,2018-08-01
2018,Ariana Grande,No Tears Left To Cry,3,2018-05-02
2018,Bruno Mars & Cardi B,Finesse,3,2018-01-10
2018,Eminem,Killshot,3,2018-09-26
2018,Marshmello & Bastille,Happier,3,2018-08-29
2018,Post Malone,Better Now,3,2018-05-09
2018,Imagine Dragons,Thunder,4,2018-01-03
2018,Lil Baby & Gunna,Drip Too Hard,4,2018-09-26
2018,Lil Pump,Gucci Gang,4,2018-01-03
2018,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),4,2018-10-31
2018,The Weeknd,Call Out My Name,4,2018-04-11
2018,"""DJ Khaled Featuring Justin Bieber, Chance the Rapper & Quavo""",No Brainer,5,2018-08-08
2018,"""Zedd, Maren Morris & Grey""",The Middle,5,2018-02-07
2018,Bad Bunny Featuring Drake,MIA,5,2018-10-24
2018,BlocBoy JB Featuring Drake,Look Alive,5,2018-02-21
2018,Ella Mai,Boo'd Up,5,2018-04-11
2018,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,5,2018-01-03
2018,Halsey,Bad At Love,5,2018-01-03
2018,Lady Gaga & Bradley Cooper,Shallow,5,2018-10-10
2018,Lil Wayne Featuring XXXTENTACION,Don't Cry,5,2018-10-10
2018,Panic! At The Disco,High Hopes,5,2018-06-06
2018,Camila Cabello,Never Be The Same,6,2018-01-03
2018,Dua Lipa,New Rules,6,2018-01-03
2018,Eminem Featuring Joyner Lucas,Lucky You,6,2018-09-12
2018,J. Cole,ATM,6,2018-05-02
2018,Kanye West & Lil Pump,I Love It,6,2018-09-19
2018,Lil Baby & Drake,Yes Indeed,6,2018-05-23
2018,Mariah Carey,All I Want For Christmas Is You,6,2018-01-03
2018,Meek Mill Featuring Drake,Going Bad,6,2018-12-12
2018,Sheck Wes,Mo Bamba,6,2018-09-05
2018,"""Migos, Nicki Minaj & Cardi B""",MotorSport,7,2018-01-03
2018,5 Seconds of Summer,Youngblood,7,2018-06-13
2018,Drake,Diplomatic Immunity,7,2018-01-31
2018,Drake,I'm Upset,7,2018-06-06
2018,Kendrick Lamar & SZA,All The Stars,7,2018-01-17
2018,Lil Wayne,Uproar,7,2018-10-10
2018,Sam Smith,Too Good At Goodbyes,7,2018-01-03
2018,The Weeknd & Kendrick Lamar,Pray For Me,7,2018-02-14
2018,Ariana Grande,God Is A Woman,8,2018-07-25
2018,Drake,Emotionless,8,2018-07-11
2018,Eminem,The Ringer,8,2018-09-12
2018,J. Cole,Kevin's Heart,8,2018-05-02
2018,Kanye West,Yikes,8,2018-06-13
2018,Lil Dicky Featuring Chris Brown,Freaky Friday,8,2018-03-28
2018,Migos,Stir Fry,8,2018-01-10
2018,Travis Scott,Stargazing,8,2018-08-15
2018,Tyga Featuring Offset,Taste,8,2018-06-06
2018,Drake Featuring Michael Jackson,Don't Matter To Me,9,2018-07-11
2018,Justin Timberlake,Filthy,9,2018-01-17
2018,Justin Timberlake Featuring Chris Stapleton,Say Something,9,2018-02-07
2018,Khalid & Normani,Love Lies,9,2018-02-28
2018,Andy Williams,It's The Most Wonderful Time Of The Year,10,2018-01-03
2018,BTS,Fake Love,10,2018-05-30
2018,Cardi B,Bodak Yellow (Money Moves),10,2018-01-03
2018,J. Cole,KOD,10,2018-05-02
2018,Lil Wayne Featuring Travis Scott,Let It Fly,10,2018-10-10
2018,Migos Featuring Drake,Walk It Talk It,10,2018-02-07
2018,Nicki Minaj,Chun-Li,10,2018-04-18
2018,"""DJ Snake Featuring Selena Gomez, Ozuna & Cardi B""",Taki Taki,11,2018-10-10
2018,BTS Featuring Nicki Minaj,IDOL,11,2018-09-05
2018,Bazzi,Mine,11,2018-01-31
2018,Brenda Lee,Rockin' Around The Christmas Tree,11,2018-01-03
2018,Cardi B,Be Careful,11,2018-04-11
2018,Ella Mai,Trip,11,2018-08-15
2018,Eminem Featuring Ed Sheeran,River,11,2018-01-03
2018,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,11,2018-09-26
2018,Kanye West,All Mine,11,2018-06-13
2018,Marshmello & Anne-Marie,Friends,11,2018-02-21
2018,Post Malone,Paranoid,11,2018-05-09
2018,Shawn Mendes,In My Blood,11,2018-03-28
2018,Ariana Grande,Breathin,12,2018-08-29
2018,Burl Ives,A Holly Jolly Christmas,12,2018-01-03
2018,Eminem,Fall,12,2018-09-12
2018,Imagine Dragons,Whatever It Takes,12,2018-02-14
2018,Kendrick Lamar Featuring Zacari,Love.,12,2018-01-03
2018,NF,Let You Down,12,2018-01-03
2018,Portugal. The Man,Feel It Still,12,2018-01-03
2018,Taylor Swift,Delicate,12,2018-03-21
2018,6ix9ine,Gummo,13,2018-01-03
2018,Bobby Helms,Jingle Bell Rock,13,2018-01-03
2018,Cardi B,Money,13,2018-10-31
2019,Ariana Grande,"""Thank U, Next""",1,2019-01-02
2019,Ariana Grande,7 Rings,1,2019-01-30
2019,Billie Eilish,Bad Guy,1,2019-04-10
2019,Halsey,Without Me,1,2019-01-02
2019,Jonas Brothers,Sucker,1,2019-03-13
2019,Lady Gaga & Bradley Cooper,Shallow,1,2019-01-02
2019,Lewis Capaldi,Someone You Loved,1,2019-05-22
2019,Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,1,2019-03-13
2019,Lizzo,Truth Hurts,1,2019-05-15
2019,Mariah Carey,All I Want For Christmas Is You,1,2019-01-02
2019,Post Malone,Circles,1,2019-09-11
2019,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),1,2019-01-02
2019,Selena Gomez,Lose You To Love Me,1,2019-10-30
2019,Shawn Mendes & Camila Cabello,Senorita,1,2019-07-03
2019,The Weeknd,Heartless,1,2019-12-04
2019,Travis Scott,HIGHEST IN THE ROOM,1,2019-10-16
2019,Ariana Grande,"""Break Up With Your Girlfriend, I'm Bored""",2,2019-02-20
2019,Brenda Lee,Rockin' Around The Christmas Tree,2,2019-01-02
2019,Ed Sheeran & Justin Bieber,I Don't Care,2,2019-05-22
2019,Marshmello & Bastille,Happier,2,2019-01-02
2019,Post Malone,Wow.,2,2019-01-02
2019,Shawn Mendes,If I Can't Have You,2,2019-05-15
2019,Taylor Swift,You Need To Calm Down,2,2019-06-26
2019,Taylor Swift Featuring Brendon Urie,ME!,2,2019-05-01
2019,Cardi B & Bruno Mars,Please Me,3,2019-02-27
2019,Khalid,Talk,3,2019-02-20
2019,Lizzo,Good As Hell,3,2019-09-04
2019,Post Malone Featuring Young Thug,Goodbyes,3,2019-07-17
2019,Travis Scott,Sicko Mode,3,2019-01-02
2019,Arizona Zervas,Roxanne,4,2019-11-13
2019,Dan + Shay & Justin Bieber,"""10,000 Hours""",4,2019-10-16
2019,J. Cole,Middle Child,4,2019-01-30
2019,Lil Tecca,Ran$om,4,2019-06-12
2019,Maroon 5,Memories,4,2019-10-02
2019,Panic! At The Disco,High Hopes,4,2019-01-02
2019,Chris Brown Featuring Drake,No Guidance,5,2019-06-19
2019,Lil Nas X,Panini,5,2019-07-03
2019,Lil Uzi Vert,Futsal Shuffle 2020,5,2019-12-25
2019,Logic Featuring Eminem,Homicide,5,2019-05-15
2019,Burl Ives,A Holly Jolly Christmas,6,2019-01-02
2019,DaBaby,Suge,7,2019-04-10
2019,Drake Featuring Rick Ross,Money In The Grave,7,2019-06-26
2019,Kanye West,Follow God,7,2019-11-06
2019,Maroon 5 Featuring Cardi B,Girls Like You,7,2019-01-02
2019,Sam Smith & Normani,Dancing With A Stranger,7,2019-01-23
2019,Ariana Grande & Social House,Boyfriend,8,2019-08-14
2019,BTS Featuring Halsey,Boy With Luv,8,2019-04-24
2019,Billie Eilish,Everything I Wanted,8,2019-11-20
2019,Blueface,Thotiana,8,2019-01-23
2019,Bobby Helms,Jingle Bell Rock,8,2019-01-02
2019,Juice WRLD,Lucid Dreams,8,2019-01-02
2019,Khalid,Better,8,2019-01-02
2019,Lil Baby & Gunna,Drip Too Hard,8,2019-01-02
2019,Post Malone Featuring Ozzy Osbourne & Travis Scott,Take What You Want,8,2019-09-18
2019,"""Benny Blanco, Halsey & Khalid""",Eastside,9,2019-01-02
2019,Kodak Black Featuring Travis Scott & Offset,ZEZE,9,2019-01-02
2019,Tones And I,Dance Monkey,9,2019-10-16
2019,Ava Max,Sweet But Psycho,10,2019-01-02
2019,Juice WRLD & YoungBoy Never Broke Again,Bandit,10,2019-10-16
2019,Meek Mill Featuring Drake,Going Bad,10,2019-01-02
2019,Post Malone,Better Now,10,2019-01-02
2019,Taylor Swift,Lover,10,2019-08-28
2019,"""Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign""",Hot Girl Summer,11,2019-08-21
2019,DaBaby,BOP,11,2019-10-09
2019,Luke Combs,Even Though I'm Leaving,11,2019-06-19
2019,"Nat ""King"" Cole",The Christmas Song (Merry Christmas To You),11,2019-01-02
2019,Polo G Featuring Lil Tjay,Pop Out,11,2019-04-03
2019,The Weeknd,Blinding Lights,11,2019-12-11
2019,Young Thug Featuring Gunna,Hot,11,2019-08-28
2019,"""Young Thug, J. Cole & Travis Scott""",The London,12,2019-06-05
2019,21 Savage,A Lot,12,2019-01-02
2019,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,12,2019-01-02
2019,"""Ariana Grande, Miley Cyrus & Lana Del Rey""",Don't Call Me Angel (Charlie's Angels),13,2019-09-25
2019,"""Tyler, The Creator""",EARFQUAKE,13,2019-05-29
2019,Andy Williams,It's The Most Wonderful Time Of The Year,13,2019-01-02
2019,Cardi B,Money,13,2019-01-02
2019,DaBaby,INTRO,13,2019-10-02
2019,Ed Sheeran Featuring Khalid,Beautiful People,13,2019-07-10
2019,SHAED,Trampoline,13,2019-06-12
2019,5 Seconds of Summer,Youngblood,14,2019-01-02
2019,Ariana Grande,Needy,14,2019-02-20
2019,Billie Eilish,Bury A Friend,14,2019-02-06
2019,Blanco Brown,The Git Up,14,2019-06-19
2019,Mustard & Roddy Ricch,Ballin',14,2019-07-31
2019,Sheck Wes,Mo Bamba,14,2019-01-02
2019,YNW Melly,Murder On My Mind,14,2019-01-30
2019,Ariana Grande,Breathin,15,2019-01-02
2019,Halsey,Nightmare,15,2019-05-29
2019,Katy Perry,Never Really Over,15,2019-06-12
2019,Post Malone,Hollywood's Bleeding,15,2019-09-18
2019,Cardi B,Press,16,2019-06-12
2019,Gene Autry & The Pinafores,Rudolph The Red-Nosed Reindeer,16,2019-01-02
2019,Lil Baby,Woah,16,2019-11-20
2019,Panic! At The Disco,"""Hey Look Ma, I Made It""",16,2019-04-24
2019,Post Malone Featuring DaBaby,Enemies,16,2019-09-18
2019,Summer Walker,Playing Games,16,2019-09-04
2019,Ariana Grande,NASA,17,2019-02-20
2019,Blake Shelton,God's Country,17,2019-04-10
2019,Harry Styles,Lights Up,17,2019-10-23
2019,Kanye West,Closed On Sunday,17,2019-11-06
2020,"""THE SCOTTS, Travis Scott & Kid Cudi""",The Scotts,1,2020-05-06
2020,24kGoldn Featuring iann dior,Mood,1,2020-08-19
2020,6ix9ine & Nicki Minaj,Trollz,1,2020-06-24
2020,Ariana Grande,Positions,1,2020-11-04
2020,Ariana Grande & Justin Bieber,Stuck With U,1,2020-05-20
2020,BTS,Dynamite,1,2020-09-02
2020,BTS,Life Goes On,1,2020-12-02
2020,Cardi B Featuring Megan Thee Stallion,WAP,1,2020-08-19
2020,DaBaby Featuring Roddy Ricch,Rockstar,1,2020-04-29
2020,Doja Cat Featuring Nicki Minaj,Say So,1,2020-01-15
2020,Drake,Toosie Slide,1,2020-04-15
2020,Harry Styles,Watermelon Sugar,1,2020-01-01
2020,Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat),1,2020-06-24
2020,Lady Gaga & Ariana Grande,Rain On Me,1,2020-06-03
2020,Mariah Carey,All I Want For Christmas Is You,1,2020-01-01
2020,Megan Thee Stallion Featuring Beyonce,Savage,1,2020-03-25
2020,Post Malone,Circles,1,2020-01-01
2020,Roddy Ricch,The Box,1,2020-01-01
2020,Taylor Swift,Cardigan,1,2020-08-05
2020,Taylor Swift,Willow,1,2020-12-23
2020,The Weeknd,Blinding Lights,1,2020-01-01
2020,Travis Scott Featuring Young Thug & M.I.A.,Franchise,1,2020-10-07
2020,"""Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne""",Whats Poppin,2,2020-02-19
2020,Billie Eilish,Therefore I Am,2,2020-11-18
2020,Brenda Lee,Rockin' Around The Christmas Tree,2,2020-01-01
2020,Drake Featuring Lil Durk,Laugh Now Cry Later,2,2020-08-26
2020,Dua Lipa,Don't Start Now,2,2020-01-01
2020,Future Featuring Drake,Life Is Good,2,2020-01-22
2020,Juice WRLD x Marshmello,Come & Go,2,2020-07-22
2020,Justin Bieber,Yummy,2,2020-01-15
2020,Luke Combs,Forever After All,2,2020-11-04
2020,Maroon 5,Memories,2,2020-01-01
2020,6ix9ine,Gooba,3,2020-05-20
2020,Bobby Helms,Jingle Bell Rock,3,2020-01-01
2020,DJ Khaled Featuring Drake,Popstar,3,2020-07-29
2020,Eminem Featuring Juice WRLD,Godzilla,3,2020-01-29
2020,Gabby Barrett Featuring Charlie Puth,I Hope,3,2020-01-08
2020,Justin Bieber Featuring Chance the Rapper,Holy,3,2020-09-30
2020,Lil Baby,The Bigger Picture,3,2020-06-24
2020,BTS,ON,4,2020-03-04
2020,Burl Ives,A Holly Jolly Christmas,4,2020-01-01
2020,Lewis Capaldi,Someone You Loved,4,2020-01-01
2020,Saint Jhn,Roses,4,2020-04-01
2020,Taylor Swift,The 1,4,2020-08-05
2020,The Weeknd,Heartless,4,2020-01-01
2020,Tones And I,Dance Monkey,4,2020-01-01
2020,Andy Williams,It's The Most Wonderful Time Of The Year,5,2020-01-01
2020,Arizona Zervas,Roxanne,5,2020-01-01
2020,Bad Bunny & Jhay Cortez,Dakiti,5,2020-11-11
2020,Dan + Shay & Justin Bieber,"""10,000 Hours""",5,2020-01-01
2020,Juice WRLD,Wishing Well,5,2020-07-22
2020,Justin Bieber Featuring Quavo,Intentions,5,2020-02-19
2020,Lady Gaga,Stupid Love,5,2020-03-11
2020,Selena Gomez,Lose You To Love Me,5,2020-01-01
2020,Billie Eilish,My Future,6,2020-08-12
2020,Harry Styles,Adore You,6,2020-01-01
2020,Internet Money & Gunna Featuring Don Toliver & Nav,Lemonade,6,2020-08-26
2020,Jose Feliciano,Feliz Navidad,6,2020-01-01
2020,Lil Uzi Vert,Baby Pluto,6,2020-03-18
2020,Lizzo,Good As Hell,6,2020-01-01
2020,Morgan Wallen,7 Summers,6,2020-08-26
2020,Pop Smoke Featuring Lil Baby & DaBaby,For The Night,6,2020-07-15
2020,Taylor Swift Featuring Bon Iver,Exile,6,2020-08-05
2020,Drake Featuring Playboi Carti,Pain 1993,7,2020-05-13
2020,Juice WRLD,Conversations,7,2020-07-22
2020,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,34+35,8,2020-11-11
2020,DJ Khaled Featuring Drake,Greece,8,2020-07-29
2020,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,8,2020-01-01
2020,Juice WRLD & The Weeknd,Smile,8,2020-08-19
2020,Lil Mosey,Blueberry Faygo,8,2020-02-19
2020,Lil Uzi Vert,Lo Mein,8,2020-03-18
2020,Shawn Mendes & Justin Bieber,Monster,8,2020-12-02
2020,Travis Scott,HIGHEST IN THE ROOM,8,2020-01-01
2020,21 Savage & Metro Boomin,Runnin,9,2020-10-14
2020,Billie Eilish,Everything I Wanted,9,2020-01-01
2020,Chris Brown & Young Thug,Go Crazy,9,2020-05-20
2020,Juice WRLD X Halsey,Life's A Mess,9,2020-07-15
2020,Lewis Capaldi,Before You Go,9,2020-02-05
2020,Lil Uzi Vert,Silly Watch,9,2020-03-18
2020,Wham!,Last Christmas,9,2020-01-01
2020,21 Savage & Metro Boomin Featuring Drake,Mr. Right Now,10,2020-10-14
2020,Chuck Berry,Run Rudolph Run,10,2020-01-01
2020,Juice WRLD & Marshmello Featuring Polo G & The Kid Laroi,Hate The Other Side,10,2020-07-22
2020,Lil Baby & 42 Dugg,We Paid,10,2020-05-13
2020,Blackbear,Hot Girl Bummer,11,2020-01-01
2020,Juice WRLD,Righteous,11,2020-05-06
2020,Lil Uzi Vert,P2,11,2020-03-18
2020,Mustard & Roddy Ricch,Ballin',11,2020-01-01
2020,"Nat ""King"" Cole",The Christmas Song (Merry Christmas To You),11,2020-01-01
2020,Pop Smoke Featuring 50 Cent & Roddy Ricch,The Woo,11,2020-07-15
2020,Shawn Mendes & Camila Cabello,Senorita,11,2020-01-01
2020,Camila Cabello Featuring DaBaby,My Oh My,12,2020-01-01
2020,DaBaby,BOP,12,2020-01-01
2020,Fleetwood Mac,Dreams,12,2020-10-14
2020,Juice WRLD,Blood On My Jeans,12,2020-07-22
2020,Kelly Clarkson,Underneath The Tree,12,2020-01-01
2020,Maluma & The Weeknd,Hawai,12,2020-09-02
2020,Maren Morris,The Bones,12,2020-01-01
2020,Megan Thee Stallion,Body,12,2020-12-02
2020,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,It's Beginning To Look A Lot Like Christmas,12,2020-01-01
2021,24kGoldn Featuring iann dior,Mood,1,2021-01-06
2021,Adele,Easy On Me,1,2021-10-20
2021,BTS,Butter,1,2021-06-02
2021,BTS,Permission To Dance,1,2021-07-21
2021,Cardi B,Up,1,2021-02-17
2021,Coldplay x BTS,My Universe,1,2021-10-06
2021,Drake,What's Next,1,2021-03-17
2021,Drake Featuring Future & Young Thug,Way 2 Sexy,1,2021-09-15
2021,Justin Bieber Featuring Daniel Caesar & Giveon,Peaches,1,2021-03-31
2021,Lil Nas X,Montero (Call Me By Your Name),1,2021-04-07
2021,Lil Nas X & Jack Harlow,Industry Baby,1,2021-08-04
2021,Mariah Carey,All I Want For Christmas Is You,1,2021-01-06
2021,Olivia Rodrigo,Drivers License,1,2021-01-20
2021,Olivia Rodrigo,Good 4 U,1,2021-05-26
2021,Polo G,Rapstar,1,2021-04-21
2021,Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,1,2021-03-17
2021,Taylor Swift,All Too Well (Taylor's Version),1,2021-11-24
2021,The Kid Laroi & Justin Bieber,Stay,1,2021-07-21
2021,The Weeknd & Ariana Grande,Save Your Tears,1,2021-01-06
2021,"""J. Cole, 21 Savage & Morray""",my.life,2,2021-05-26
2021,Ariana Grande,Positions,2,2021-01-06
2021,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,34+35,2,2021-01-06
2021,Brenda Lee,Rockin' Around The Christmas Tree,2,2021-01-06
2021,Drake Featuring Lil Baby,Girls Want Girls,2,2021-09-15
2021,Drake Featuring Lil Baby,Wants And Needs,2,2021-03-17
2021,Dua Lipa,Levitating,2,2021-01-06
2021,Ed Sheeran,Bad Habits,2,2021-07-07
2021,Bobby Helms,Jingle Bell Rock,3,2021-01-06
2021,Chris Brown & Young Thug,Go Crazy,3,2021-01-06
2021,Doja Cat Featuring SZA,Kiss Me More,3,2021-04-21
2021,Drake Featuring Rick Ross,Lemon Pepper Freestyle,3,2021-03-17
2021,Drake Featuring Travis Scott,Fair Trade,3,2021-09-15
2021,Lil Tjay Featuring 6LACK,Calling My Phone,3,2021-02-24
2021,Olivia Rodrigo,Deja Vu,3,2021-04-14
2021,The Weeknd,Blinding Lights,3,2021-01-06
2021,Walker Hayes,Fancy Like,3,2021-06-30
2021,Burl Ives,A Holly Jolly Christmas,4,2021-01-06
2021,Drake,Champagne Poetry,4,2021-09-15
2021,Drake Featuring 21 Savage & Project Pat,Knife Talk,4,2021-09-15
2021,Justin Bieber Featuring Chance the Rapper,Holy,4,2021-01-06
2021,Lizzo Featuring Cardi B,Rumors,4,2021-08-25
2021,Adele,Oh My God,5,2021-12-01
2021,BTS,Dynamite,5,2021-01-06
2021,Ed Sheeran,Shivers,5,2021-09-22
2021,J. Cole,amari,5,2021-05-26
2021,Silk Sonic (Bruno Mars & Anderson .Paak),Smokin Out The Window,5,2021-11-17
2021,Andy Williams,It's The Most Wonderful Time Of The Year,6,2021-01-06
2021,Justin Bieber,Anyone,6,2021-01-13
2021,Kanye West,Hurricane,6,2021-09-08
2021,Masked Wolf,Astronaut In The Ocean,6,2021-02-24
2021,Post Malone & The Weeknd,One Right Now,6,2021-11-17
2021,The Weeknd,Take My Breath,6,2021-08-18
2021,Drake Featuring Lil Durk,Laugh Now Cry Later,7,2021-01-06
2021,Drake Featuring Lil Durk & Giveon,In The Bible,7,2021-09-15
2021,Glass Animals,Heat Waves,7,2021-01-13
2021,J. Cole & Lil Baby,pride.is.the.devil,7,2021-05-26
2021,SZA,I Hate U,7,2021-12-15
2021,Wham!,Last Christmas,7,2021-12-01
2021,AJR,Bang!,8,2021-01-06
2021,Doja Cat,Need To Know,8,2021-06-23
2021,Drake,Papi's Home,8,2021-09-15
2021,Gabby Barrett Featuring Charlie Puth,I Hope,8,2021-01-06
2021,J. Cole,95.south,8,2021-05-26
2021,J. Cole,interlude,8,2021-05-19
2021,Jose Feliciano,Feliz Navidad,8,2021-01-06
2021,The Kid Laroi,Without You,8,2021-01-06
2021,Drake,TSU,9,2021-09-15
2021,Morgan Wallen,Wasted On You,9,2021-01-20
2021,Olivia Rodrigo,Traitor,9,2021-06-02
2021,Pop Smoke,What You Know Bout Love,9,2021-01-06
2021,SZA,Good Days,9,2021-01-06
2021,Wizkid Featuring Justin Bieber & Tems,Essence,9,2021-07-14
2021,Bad Bunny,Yonaguni,10,2021-06-16
2021,Billie Eilish,Your Power,10,2021-05-12
2021,CJ,Whoopty,10,2021-01-06
2021,Drake Featuring Jay-Z,Love All,10,2021-09-15
2021,Kanye West,Jail,10,2021-09-08
2021,Lil Nas X,Thats What I Want,10,2021-09-29
2021,The Ronettes,Sleigh Ride,10,2021-12-08
2021,Billie Eilish,Happier Than Ever,11,2021-08-11
2021,Doja Cat & The Weeknd,You Right,11,2021-07-07
2021,Drake,No Friends In The Industry,11,2021-09-15
2021,Elton John & Dua Lipa,Cold Heart (PNAU Remix),11,2021-08-25
2021,Kanye West,Off The Grid,11,2021-09-08
2021,"Nat ""King"" Cole",The Christmas Song (Merry Christmas To You),11,2021-01-06
2021,Pop Smoke Featuring Lil Baby & DaBaby,For The Night,11,2021-01-06
2021,Rod Wave,Tombstone,11,2021-03-31
2021,Taylor Swift,Love Story (Taylor's Version),11,2021-02-24
2021,Travis Scott,Escape Plan,11,2021-11-17
2021,Trippie Redd & Playboi Carti,Miss The Rage,11,2021-05-19
2021,"""Nicki Minaj, Drake & Lil Wayne""",Seeing Green,12,2021-05-26
2021,Billie Eilish,Therefore I Am,12,2021-01-06
2021,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,12,2021-01-06
2021,Drake Featuring Future,N 2 Deep,12,2021-09-15
2021,Internet Money & Gunna Featuring Don Toliver & Nav,Lemonade,12,2021-01-06
2021,Justin Bieber & Benny Blanco,Lonely,12,2021-01-06
2021,Kanye West,Ok Ok,12,2021-09-08
2021,Luke Combs,Forever After All,12,2021-01-06
2021,Olivia Rodrigo,Brutal,12,2021-06-02
2021,SpotemGottem Featuring Pooh Shiesty Or DaBaby,Beat Box,12,2021-01-27
2022,"""Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast""",We Don't Talk About Bruno,1,2022-01-05
2022,Adele,Easy On Me,1,2022-01-05
2022,Beyonce,Break My Soul,1,2022-06-29
2022,Drake Featuring 21 Savage,Jimmy Cooks,1,2022-06-29
2022,Future Featuring Drake & Tems,Wait For U,1,2022-05-11
2022,Glass Animals,Heat Waves,1,2022-01-05
2022,Harry Styles,As It Was,1,2022-04-13
2022,Jack Harlow,First Class,1,2022-04-20
2022,Lizzo,About Damn Time,1,2022-04-27
2022,Mariah Carey,All I Want For Christmas Is You,1,2022-01-05
2022,Nicki Minaj,Super Freaky Girl,1,2022-08-24
2022,Sam Smith & Kim Petras,Unholy,1,2022-10-05
2022,Steve Lacy,Bad Habit,1,2022-07-13
2022,Taylor Swift,Anti-Hero,1,2022-11-02
2022,Brenda Lee,Rockin' Around The Christmas Tree,2,2022-01-05
2022,Drake & 21 Savage,Rich Flex,2,2022-11-16
2022,Nicki Minaj X Lil Baby,Do We Have A Problem?,2,2022-02-16
2022,Rihanna,Lift Me Up,2,2022-11-09
2022,Taylor Swift,Lavender Haze,2,2022-11-02
2022,The Kid Laroi & Justin Bieber,Stay,2,2022-01-05
2022,Bobby Helms,Jingle Bell Rock,3,2022-01-05
2022,Drake & 21 Savage,Major Distribution,3,2022-11-16
2022,GAYLE,abcdefu,3,2022-01-05
2022,Harry Styles,Late Night Talking,3,2022-06-01
2022,Kate Bush,Running Up That Hill (A Deal With God),3,2022-06-08
2022,Kendrick Lamar,N95,3,2022-05-25
2022,Kodak Black,Super Gremlin,3,2022-01-05
2022,Latto,Big Energy,3,2022-01-05
2022,Post Malone Featuring Doja Cat,I Like You (A Happier Song),3,2022-06-15
2022,SZA,Kill Bill,3,2022-12-21
2022,Taylor Swift,Maroon,3,2022-11-02
2022,Bad Bunny,Moscow Mule,4,2022-05-18
2022,Burl Ives,A Holly Jolly Christmas,4,2022-01-05
2022,Drake & 21 Savage,On BS,4,2022-11-16
2022,Ed Sheeran,Shivers,4,2022-01-05
2022,Future,Puffin On Zootiez,4,2022-05-11
2022,Lil Baby,California Breeze,4,2022-10-26
2022,Nicky Youre & dazy,Sunroof,4,2022-06-08
2022,Taylor Swift Featuring Lana Del Rey,Snow On The Beach,4,2022-11-02
2022,"""Kendrick Lamar, Blxst & Amanda Reifer""",Die Hard,5,2022-05-25
2022,"""Metro Boomin, The Weeknd & 21 Savage""",Creepin',5,2022-12-14
2022,Bad Bunny,Titi Me Pregunto,5,2022-05-18
2022,DJ Khaled Featuring Drake & Lil Baby,Staying Alive,5,2022-08-17
2022,Drake & 21 Savage,Spin Bout U,5,2022-11-16
2022,Imagine Dragons X JID,Enemy,5,2022-01-05
2022,Justin Bieber,Ghost,5,2022-01-05
2022,Morgan Wallen,You Proof,5,2022-05-25
2022,Taylor Swift,Midnight Rain,5,2022-11-02
2022,Wham!,Last Christmas,5,2022-01-05
2022,Andy Williams,It's The Most Wonderful Time Of The Year,6,2022-01-05
2022,Bad Bunny,Despues de La Playa,6,2022-05-18
2022,Bad Bunny & Chencho Corleone,Me Porto Bonito,6,2022-05-18
